Rain [mm/h];Snow [mm/h]
0.15333928925619836;0.2450739338842975
0.03754621314049587;0.062057092644628095
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.04877175471074378;0.748054691570248
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.08775000000000001
0.002548479374999998;0.08520152062500001
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0036416250000000086;0.171858375
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.04675595652173913;0.05098317391304349
0.37150570173913045;0.5081464721739131
0.2816509426086957;0.5002621008695652
0.0;0.0
0.03397656521739131;0.0637625652173913
0.031097414782608697;0.06664171565217393
0.0;0.0
0.04614899652173913;0.14932926434782612
0.018749541739130432;0.07898958869565219
0.027917704545454555;0.1628095681818182
0.019223878636363628;0.17150339409090912
0.0020026363636363336;0.5701791818181818
0.0;0.0
0.0;0.0
0.0;0.09536363636363637
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.17500000000000002
0.0;0.0
0.0;0.08750000000000001
